Unnamed: 0,samples
hsa-miR-548at-5p,24309
hsa-miR-548au-5p,24254
hsa-miR-548aw,24311
hsa-miR-548ay-3p,24242
hsa-miR-548ay-5p,24244
hsa-miR-548b-3p,26121
hsa-miR-548b-5p,26034
hsa-miR-548c-3p,26037
hsa-miR-548c-5p,2080
hsa-miR-548d-5p,25882
hsa-miR-548e-3p,25439
hsa-miR-548e-5p,24143
hsa-miR-548h-3p,620
hsa-miR-548i,26080
hsa-miR-548j-5p,25224
hsa-miR-548k,25933
hsa-miR-548l,26145
hsa-miR-548n,26141
hsa-miR-548o-3p,25289
hsa-miR-548o-5p,354
hsa-miR-548q,25805
hsa-miR-548t-3p,354
hsa-miR-548u,25611
hsa-miR-548x-3p,25341
hsa-miR-548y,25019
hsa-miR-548z,1007
hsa-miR-550a-3-5p,24289
hsa-miR-550a-3p,25373
hsa-miR-550a-5p,25642
hsa-miR-551a,26161
hsa-miR-551b-3p,25637
hsa-miR-551b-5p,25585
hsa-miR-556-3p,26092
hsa-miR-556-5p,26094
hsa-miR-5580-3p,24315
hsa-miR-5583-3p,24309
hsa-miR-5584-5p,24345
hsa-miR-5585-3p,24346
hsa-miR-5585-5p,24314
hsa-miR-5588-5p,24310
hsa-miR-561-3p,25605
hsa-miR-561-5p,24370
hsa-miR-5680,24308
hsa-miR-5682,24310
hsa-miR-5698,24308
hsa-miR-5699-3p,24141
hsa-miR-5699-5p,24085
hsa-miR-570-3p,25608
hsa-miR-5701,24310
hsa-miR-5702,24304
hsa-miR-5703,24346
hsa-miR-574-3p,26126
hsa-miR-574-5p,26128
hsa-miR-576-3p,26094
hsa-miR-576-5p,26089
hsa-miR-577,26156
hsa-miR-5787,24276
hsa-miR-579-3p,25437
hsa-miR-579-5p,24142
hsa-miR-580-3p,25438
hsa-miR-582-3p,26098
hsa-miR-582-5p,26120
hsa-miR-584-3p,24371
hsa-miR-584-5p,25640
hsa-miR-585-5p,24085
hsa-miR-589-3p,25548
hsa-miR-589-5p,25610
hsa-miR-590-3p,26092
hsa-miR-590-5p,26124
hsa-miR-592,26153
hsa-miR-596,26194
hsa-miR-597-3p,24085
hsa-miR-597-5p,25434
hsa-miR-598-3p,25438
hsa-miR-6087,742
hsa-miR-6089,24275
hsa-miR-6124,24270
hsa-miR-6126,24268
hsa-miR-6134,24240
hsa-miR-615-3p,26130
hsa-miR-615-5p,26097
hsa-miR-616-3p,25608
hsa-miR-618,26101
hsa-miR-619-5p,24086
hsa-miR-624-5p,25550
hsa-miR-625-3p,25581
hsa-miR-625-5p,25642
hsa-miR-627-3p,24142
hsa-miR-627-5p,25439
hsa-miR-628-3p,26097
hsa-miR-628-5p,26094
hsa-miR-629-3p,25583
hsa-miR-629-5p,25636
hsa-miR-631,26194
hsa-miR-636,26133
hsa-miR-639,26197
hsa-miR-641,26166
hsa-miR-642a-3p,24402
hsa-miR-642a-5p,25607
hsa-miR-642b-3p,24936
hsa-miR-650,26200
hsa-miR-6500-3p,24240
hsa-miR-6505-5p,24236
hsa-miR-6509-5p,24273
hsa-miR-651-3p,24153
hsa-miR-651-5p,25433
hsa-miR-6510-5p,24275
hsa-miR-6511a-3p,24300
hsa-miR-6511b-3p,24272
hsa-miR-6513-3p,24238
hsa-miR-6513-5p,24242
hsa-miR-6514-5p,24242
hsa-miR-6515-3p,24275
hsa-miR-6515-5p,24243
hsa-miR-6516-3p,24085
hsa-miR-652-3p,25634
hsa-miR-652-5p,24401
hsa-miR-653-3p,24085
hsa-miR-653-5p,25379
hsa-miR-654-3p,26120
hsa-miR-659-5p,24312
hsa-miR-660-5p,25635
hsa-miR-663a,25636
hsa-miR-663b,26120
hsa-miR-664a-3p,25600
hsa-miR-664a-5p,25576
hsa-miR-664b-3p,24389
hsa-miR-664b-5p,24392
hsa-miR-665,26199
hsa-miR-671-3p,26095
hsa-miR-671-5p,26129
hsa-miR-6715a-3p,24236
hsa-miR-6715b-3p,24243
hsa-miR-6716-3p,24271
hsa-miR-6720-3p,24295
hsa-miR-6720-5p,24083
hsa-miR-6721-5p,24299
hsa-miR-6723-5p,738
hsa-miR-6724-5p,24327
hsa-miR-6728-5p,24086
hsa-miR-6729-3p,24083
hsa-miR-6729-5p,24087
hsa-miR-6730-5p,24085
hsa-miR-6731-5p,24086
hsa-miR-6732-3p,24085
hsa-miR-6734-5p,24087
hsa-miR-6735-5p,24087
hsa-miR-6736-5p,24087
hsa-miR-6737-3p,24085
hsa-miR-6740-5p,24087
hsa-miR-6741-3p,24083
hsa-miR-6741-5p,24086
hsa-miR-6743-3p,24084
hsa-miR-6744-3p,24084
hsa-miR-6745,24077
hsa-miR-6746-5p,24085
hsa-miR-6747-3p,24086
hsa-miR-6748-5p,24084
hsa-miR-6751-5p,24086
hsa-miR-6752-5p,24087
hsa-miR-6756-3p,24086
hsa-miR-6759-5p,24083
hsa-miR-676-3p,24900
hsa-miR-6760-3p,24086
hsa-miR-6763-5p,24085
hsa-miR-6764-3p,24087
hsa-miR-6764-5p,24085
hsa-miR-6765-3p,24086
hsa-miR-6765-5p,24087
hsa-miR-6767-5p,24082
hsa-miR-6769a-5p,24087
hsa-miR-6770-3p,24086
hsa-miR-6772-3p,24086
hsa-miR-6776-3p,24086
hsa-miR-6776-5p,24085
hsa-miR-6777-3p,24085
hsa-miR-6777-5p,24084
hsa-miR-6780a-5p,24085
hsa-miR-6781-3p,24086
hsa-miR-6782-3p,24086
hsa-miR-6783-3p,24085
hsa-miR-6783-5p,24085
hsa-miR-6785-3p,24086
hsa-miR-6787-3p,24087
hsa-miR-6789-3p,24086
hsa-miR-6789-5p,24087
hsa-miR-6790-5p,24086
hsa-miR-6791-5p,24084
hsa-miR-6793-5p,24086
hsa-miR-6794-5p,24085
hsa-miR-6796-5p,24085
hsa-miR-6797-5p,24087
hsa-miR-6799-3p,24083
hsa-miR-6799-5p,24086
hsa-miR-6800-5p,24086
hsa-miR-6801-5p,24085
hsa-miR-6802-5p,24087
hsa-miR-6803-3p,24085
hsa-miR-6805-5p,24087
hsa-miR-6807-5p,24085
hsa-miR-6808-3p,24087
hsa-miR-6809-5p,24085
hsa-miR-6810-5p,24085
hsa-miR-6812-5p,24085
hsa-miR-6820-3p,24083
hsa-miR-6821-5p,24087
hsa-miR-6823-3p,24087
hsa-miR-6826-3p,24083
hsa-miR-6826-5p,24086
hsa-miR-6830-3p,24083
hsa-miR-6830-5p,24085
hsa-miR-6831-5p,24083
hsa-miR-6832-5p,24085
hsa-miR-6833-5p,24084
hsa-miR-6834-5p,24085
hsa-miR-6836-3p,24087
hsa-miR-6837-3p,24083
hsa-miR-6839-5p,24086
hsa-miR-6840-3p,24085
hsa-miR-6842-3p,24086
hsa-miR-6847-5p,24085
hsa-miR-6849-5p,24086
hsa-miR-6850-5p,24086
hsa-miR-6852-3p,24083
hsa-miR-6852-5p,24087
hsa-miR-6855-3p,24085
hsa-miR-6857-3p,24085
hsa-miR-6857-5p,24085
hsa-miR-6858-5p,24086
hsa-miR-6859-5p,24087
hsa-miR-6862-3p,24086
hsa-miR-6862-5p,24086
hsa-miR-6866-5p,24087
hsa-miR-6867-5p,24086
hsa-miR-6869-5p,24086
hsa-miR-6871-5p,24083
hsa-miR-6873-3p,24085
hsa-miR-6875-5p,24086
hsa-miR-6878-3p,24082
hsa-miR-6879-5p,24086
hsa-miR-6880-5p,24085
hsa-miR-6881-5p,24085
hsa-miR-6882-5p,24086
hsa-miR-6883-3p,24087
hsa-miR-6884-3p,24081
hsa-miR-6886-3p,24087
hsa-miR-6886-5p,24086
hsa-miR-6887-3p,24086
hsa-miR-6888-3p,24086
hsa-miR-6889-5p,24085
hsa-miR-6891-5p,24087
hsa-miR-6892-5p,24086
hsa-miR-6894-3p,24085
hsa-miR-6894-5p,24084
hsa-miR-7-1-3p,26267
hsa-miR-7-5p,25636
hsa-miR-708-3p,25549
hsa-miR-708-5p,25641
hsa-miR-7107-5p,24086
hsa-miR-7108-5p,24084
hsa-miR-711,25747
hsa-miR-7110-3p,24084
hsa-miR-7111-3p,24085
hsa-miR-7113-5p,24086
hsa-miR-7156-5p,24085
hsa-miR-718,25749
hsa-miR-744-3p,25585
hsa-miR-744-5p,25642
hsa-miR-760,26194
hsa-miR-7641,657
hsa-miR-765,26193
hsa-miR-766-3p,25640
hsa-miR-766-5p,24402
hsa-miR-767-3p,26091
hsa-miR-767-5p,26093
hsa-miR-769-3p,26128
hsa-miR-769-5p,26094
hsa-miR-7704,24081
hsa-miR-7705,24086
hsa-miR-7706,24080
hsa-miR-7844-5p,24084
hsa-miR-7847-3p,24085
hsa-miR-7850-5p,24087
hsa-miR-7851-3p,24085
hsa-miR-7976,24086
hsa-miR-8053,24080
hsa-miR-8066,24086
hsa-miR-8078,24086
hsa-miR-8089,24080
hsa-miR-8485,17272
hsa-miR-873-3p,24367
hsa-miR-873-5p,25610
hsa-miR-874-3p,25436
hsa-miR-874-5p,24153
hsa-miR-875-3p,26091
hsa-miR-876-3p,26096
hsa-miR-876-5p,26096
hsa-miR-877-3p,25380
hsa-miR-877-5p,25641
hsa-miR-885-5p,26128
hsa-miR-887-3p,25439
hsa-miR-888-5p,25609
hsa-miR-889-3p,25439
hsa-miR-891a-5p,25439
hsa-miR-891b,26159
hsa-miR-9-3p,26293
hsa-miR-9-5p,26352
hsa-miR-92a-1-5p,26324
hsa-miR-92a-3p,25635
hsa-miR-92b-3p,25640
hsa-miR-92b-5p,25552
hsa-miR-93-3p,25547
hsa-miR-93-5p,25639
hsa-miR-933,26199
hsa-miR-934,26194
hsa-miR-935,26157
hsa-miR-937-3p,25599
hsa-miR-937-5p,24276
hsa-miR-938,26099
hsa-miR-939-5p,25632
hsa-miR-940,26189
hsa-miR-941,26092
hsa-miR-942-5p,25435
hsa-miR-95-3p,25437
hsa-miR-96-5p,25634
hsa-miR-98-3p,25057
hsa-miR-98-5p,25623
hsa-miR-99a-3p,25550
hsa-miR-99a-5p,25638
hsa-miR-99b-3p,25582
hsa-miR-99b-5p,25639
hsa-let-7a,488
hsa-let-7b,565
hsa-let-7c,660
hsa-let-7d,565
hsa-let-7e,565
hsa-let-7f,488
hsa-let-7g,565
hsa-miR-1,840
hsa-miR-100,559
hsa-miR-101,488
hsa-miR-103,150
hsa-miR-105,488
hsa-miR-106a,79
hsa-miR-106b,559
hsa-miR-10a,559
hsa-miR-10b,559
hsa-miR-122,559
hsa-miR-124,488
hsa-miR-125b,488
hsa-miR-126,559
hsa-miR-127-5p,26092
hsa-miR-128,587
hsa-miR-129-3p,488
hsa-miR-130a,559
hsa-miR-130b,559
hsa-miR-132,559
hsa-miR-133a,587
hsa-miR-134,658
hsa-miR-135a,488
hsa-miR-135b,559
hsa-miR-136,559
hsa-miR-138,488
hsa-miR-141,559
hsa-miR-143,559
hsa-miR-145,559
hsa-miR-146a,559
hsa-miR-147,559
hsa-miR-148a,559
hsa-miR-148b,559
hsa-miR-149,559
hsa-miR-150,559
hsa-miR-152,658
hsa-miR-153,551
hsa-miR-154,559
hsa-miR-155,559
hsa-miR-15a,559
hsa-miR-15b,559
hsa-miR-16,488
hsa-miR-17,559
hsa-miR-181a,488
hsa-miR-181c,559
hsa-miR-182,559
hsa-miR-183,559
hsa-miR-185,559
hsa-miR-186,559
hsa-miR-187,559
hsa-miR-18a,559
hsa-miR-18b,559
hsa-miR-190,559
hsa-miR-191,559
hsa-miR-192,559
hsa-miR-193b,559
hsa-miR-194,488
hsa-miR-195,559
hsa-miR-196b,559
hsa-miR-197,559
hsa-miR-198,26193
hsa-miR-19a,559
hsa-miR-19b,488
hsa-miR-200a,559
hsa-miR-200b,559
hsa-miR-200c,559
hsa-miR-202,559
hsa-miR-203,568
hsa-miR-204,559
hsa-miR-205,559
hsa-miR-208b,622
hsa-miR-20a,559
hsa-miR-20b,559
hsa-miR-21,559
hsa-miR-210,658
hsa-miR-211,559
hsa-miR-212,559
hsa-miR-214,559
hsa-miR-215,658
hsa-miR-216a,568
hsa-miR-216b,626
hsa-miR-218,488
hsa-miR-219-1-3p,551
hsa-miR-219-2-3p,555
hsa-miR-219-5p,551
hsa-miR-22,559
hsa-miR-220b,165
hsa-miR-220c,165
hsa-miR-221,559
hsa-miR-222,559
hsa-miR-223,559
hsa-miR-224,559
hsa-miR-23a,559
hsa-miR-23b,559
hsa-miR-24,488
hsa-miR-25,559
hsa-miR-26a,488
hsa-miR-26b,559
hsa-miR-27a,559
hsa-miR-27b,559
hsa-miR-298,26200
hsa-miR-299-3p,26091
hsa-miR-299-5p,26126
hsa-miR-29a,559
hsa-miR-29b,488
hsa-miR-29c,559
hsa-miR-301a,559
hsa-miR-301b,938
hsa-miR-302a,559
hsa-miR-302b,559
hsa-miR-302c,559
hsa-miR-30b,559
hsa-miR-30c,488
hsa-miR-31,559
hsa-miR-32,559
hsa-miR-323-3p,488
hsa-miR-325,26164
hsa-miR-328,658
hsa-miR-329,551
hsa-miR-335,559
hsa-miR-33b,559
hsa-miR-340,559
hsa-miR-342-5p,26093
hsa-miR-345,559
hsa-miR-34a,559
hsa-miR-363,559
hsa-miR-365,488
hsa-miR-367,559
hsa-miR-369-3p,26089
hsa-miR-370,658
hsa-miR-371-3p,488
hsa-miR-372,622
hsa-miR-373,559
hsa-miR-374a,559
hsa-miR-374b,559
hsa-miR-376a,488
hsa-miR-376b,568
hsa-miR-376c,568
hsa-miR-377,559
hsa-miR-379,559
hsa-miR-380,559
hsa-miR-381,568
hsa-miR-382,559
hsa-miR-383,622
hsa-miR-384,26161
hsa-miR-409-5p,26091
hsa-miR-410,622
hsa-miR-411,559
hsa-miR-412,622
hsa-miR-422a,26191
hsa-miR-424,559
hsa-miR-425,559
hsa-miR-431,559
hsa-miR-433,622
hsa-miR-448,26158
hsa-miR-449b,559
hsa-miR-450a,488
hsa-miR-450b-3p,26090
hsa-miR-451,559
hsa-miR-452,559
hsa-miR-453,49
hsa-miR-454,559
hsa-miR-485-5p,26094
hsa-miR-487a,622
hsa-miR-487b,654
hsa-miR-488,559
hsa-miR-489,658
hsa-miR-490-3p,26096
hsa-miR-493,559
hsa-miR-494,658
hsa-miR-495,568
hsa-miR-496,26167
hsa-miR-499-3p,488
hsa-miR-499-5p,488
hsa-miR-500,165
hsa-miR-502-5p,26095
hsa-miR-503,568
hsa-miR-504,626
hsa-miR-505,559
hsa-miR-506,559
hsa-miR-507,26158
hsa-miR-508-5p,26130
hsa-miR-509-3-5p,26124
hsa-miR-509-5p,26129
hsa-miR-510,626
hsa-miR-511,555
hsa-miR-512-3p,26126
hsa-miR-512-5p,26130
hsa-miR-516b,488
hsa-miR-517a,559
hsa-miR-517b,559
hsa-miR-517c,559
hsa-miR-518a-3p,26066
hsa-miR-518c,559
hsa-miR-518e,559
hsa-miR-518f,559
hsa-miR-519a,8
hsa-miR-519d,654
hsa-miR-519e,559
hsa-miR-520a-3p,26092
hsa-miR-520a-5p,26123
hsa-miR-520b,1373
hsa-miR-520d-5p,24714
hsa-miR-520e,1383
hsa-miR-520f,654
hsa-miR-520g,654
hsa-miR-521,26125
hsa-miR-522,559
hsa-miR-523,559
hsa-miR-525-3p,26089
hsa-miR-526b,559
hsa-miR-539,559
hsa-miR-541,559
hsa-miR-544,559
hsa-miR-545,559
hsa-miR-548a-5p,25883
hsa-miR-548d-3p,26093
hsa-miR-551b,559
hsa-miR-561,559
hsa-miR-570,559
hsa-miR-579,622
hsa-miR-589,559
hsa-miR-597,622
hsa-miR-598,658
hsa-miR-616,559
hsa-miR-624,559
hsa-miR-625,559
hsa-miR-627,658
hsa-miR-629,559
hsa-miR-642,165
hsa-miR-651,622
hsa-miR-652,559
hsa-miR-653,626
hsa-miR-654-5p,26128
hsa-miR-655,622
hsa-miR-660,559
hsa-miR-708,559
hsa-miR-744,559
hsa-miR-758,568
hsa-miR-873,559
hsa-miR-874,654
hsa-miR-885-3p,26129
hsa-miR-886-3p,150
hsa-miR-886-5p,150
hsa-miR-887,654
hsa-miR-888,559
hsa-miR-889,622
hsa-miR-890,26167
hsa-miR-891a,626
hsa-miR-892a,26164
hsa-miR-9,488
hsa-miR-92a,488
hsa-miR-93,559
hsa-miR-95,626
hsa-miR-96,559
hsa-miR-98,568
hsa-miR-99a,559
hsa-miR-99b,559
hsa-miR-103b,25889
hsa-miR-1181,26122
hsa-miR-1182,26127
hsa-miR-1183,26181
hsa-miR-1184,26039
hsa-miR-1185-1-3p,24404
hsa-miR-1185-2-3p,24402
hsa-miR-1200,26153
hsa-miR-1202,26182
hsa-miR-1203,26150
hsa-miR-1204,26148
hsa-miR-1206,26153
hsa-miR-1207-3p,26023
hsa-miR-1208,26125
hsa-miR-1225-3p,25865
hsa-miR-1227-3p,25543
hsa-miR-1227-5p,24276
hsa-miR-1228-3p,25639
hsa-miR-1229-5p,24275
hsa-miR-1233-1-5p,85
hsa-miR-1233-3p,25451
hsa-miR-1234-3p,25631
hsa-miR-1234-5p,85
hsa-miR-1236-3p,25631
hsa-miR-1237-5p,24271
hsa-miR-1238-3p,25575
hsa-miR-1238-5p,24273
hsa-miR-1243,26124
hsa-miR-1245b-5p,24379
hsa-miR-1249,932
hsa-miR-1250,642
hsa-miR-1253,26151
hsa-miR-1255b-2-3p,24313
hsa-miR-1258,26145
hsa-miR-1260a,25635
hsa-miR-1266,610
hsa-miR-1272,26146
hsa-miR-1273g-5p,741
hsa-miR-1285-3p,25641
hsa-miR-1287,642
hsa-miR-1288,642
hsa-miR-129-2-3p,26356
hsa-miR-1292-3p,24274
hsa-miR-1295b-3p,24314
hsa-miR-1296,610
hsa-miR-1298,610
hsa-miR-1306-3p,25642
hsa-miR-130a-5p,25551
hsa-miR-1321,26126
hsa-miR-1324,26096
hsa-miR-1343,131
hsa-miR-135a-3p,25584
hsa-miR-1469,26170
hsa-miR-1470,26111
hsa-miR-1471,26106
hsa-miR-148b-5p,25553
hsa-miR-149-3p,26299
hsa-miR-150-3p,25585
hsa-miR-1539,26112
hsa-miR-155-3p,25552
hsa-miR-1825,26121
hsa-miR-1827,26147
hsa-miR-187-5p,25583
hsa-miR-1908,595
hsa-miR-1909-5p,25583
hsa-miR-1910,627
hsa-miR-1911-3p,25550
hsa-miR-1912,1269
hsa-miR-1913,26080
hsa-miR-1914-3p,25585
hsa-miR-1914-5p,25548
hsa-miR-1915-3p,25639
hsa-miR-196a-3p,26323
hsa-miR-196b-3p,25549
hsa-miR-1976,25767
hsa-miR-19a-5p,26265
hsa-miR-19b-2-5p,25552
hsa-miR-202-3p,25640
hsa-miR-204-3p,25061
hsa-miR-20b-3p,25553
hsa-miR-211-3p,25116
hsa-miR-2113,25766
hsa-miR-2114-3p,25550
hsa-miR-2114-5p,25550
hsa-miR-2116-3p,25582
hsa-miR-214-3p,26354
hsa-miR-216a-3p,24967
hsa-miR-224-3p,26268
hsa-miR-2276,263
hsa-miR-2277-3p,25588
hsa-miR-2278,25798
hsa-miR-2355-5p,25561
hsa-miR-2392,24405
hsa-miR-2467-3p,24355
hsa-miR-2467-5p,24321
hsa-miR-2681-3p,24313
hsa-miR-2682-3p,24313
hsa-miR-2861,25648
hsa-miR-2909,25614
hsa-miR-2964a-5p,75
hsa-miR-297,26197
hsa-miR-300,26162
hsa-miR-302c-3p,25610
hsa-miR-302c-5p,25583
hsa-miR-302d-5p,25552
hsa-miR-3064-3p,24322
hsa-miR-3117-3p,25560
hsa-miR-3119,25560
hsa-miR-3120-3p,25555
hsa-miR-3121-5p,24316
hsa-miR-3122,25641
hsa-miR-3125,25643
hsa-miR-3126-5p,25558
hsa-miR-3128,25616
hsa-miR-3132,25649
hsa-miR-3134,25616
hsa-miR-3135a,25546
hsa-miR-3137,25642
hsa-miR-3145-3p,25561
hsa-miR-3145-5p,24322
hsa-miR-3150b-3p,24969
hsa-miR-3150b-5p,24354
hsa-miR-3151,163
hsa-miR-3152-3p,25591
hsa-miR-3153,25616
hsa-miR-3154,25640
hsa-miR-3155a,25335
hsa-miR-3156-3p,24322
hsa-miR-3156-5p,25592
hsa-miR-3160-3p,25561
hsa-miR-3160-5p,24321
hsa-miR-3162-3p,24355
hsa-miR-3163,25640
hsa-miR-3165,25615
hsa-miR-3166,25606
hsa-miR-3173-3p,25592
hsa-miR-3177-3p,25592
hsa-miR-3177-5p,24321
hsa-miR-3180-5p,25437
hsa-miR-3184-3p,24314
hsa-miR-3185,25704
hsa-miR-3186-5p,25559
hsa-miR-3187-5p,24322
hsa-miR-3189-5p,24353
hsa-miR-3190-3p,24404
hsa-miR-3190-5p,25373
hsa-miR-3191-5p,24315
hsa-miR-3192,131
hsa-miR-3201,25611
hsa-miR-3202,25649
hsa-miR-323a-5p,25606
hsa-miR-3591-3p,781
hsa-miR-3610,24993
hsa-miR-3612,24967
hsa-miR-3613-3p,24963
hsa-miR-3618,24968
hsa-miR-3619-5p,24911
hsa-miR-3620-3p,24924
hsa-miR-3621,24997
hsa-miR-3622a-3p,24912
hsa-miR-3622b-3p,24943
hsa-miR-3622b-5p,24943
hsa-miR-3646,24994
hsa-miR-3649,24968
hsa-miR-3650,24997
hsa-miR-3652,24997
hsa-miR-3653,447
hsa-miR-3659,24998
hsa-miR-3662,24962
hsa-miR-3663-5p,24942
hsa-miR-3664-5p,24911
hsa-miR-3665,25000
hsa-miR-3666,24999
hsa-miR-3667-3p,24912
hsa-miR-367-3p,25608
hsa-miR-3670,24965
hsa-miR-3671,24966
hsa-miR-3673,421
hsa-miR-3675-3p,24943
hsa-miR-3675-5p,24912
hsa-miR-3676-5p,94
hsa-miR-3677-5p,24322
hsa-miR-3678-3p,24911
hsa-miR-3683,24961
hsa-miR-3685,24961
hsa-miR-3686,24959
hsa-miR-3688-3p,24910
hsa-miR-3689b-3p,1241
hsa-miR-3689f,24398
hsa-miR-3690,25024
hsa-miR-3692-3p,24904
hsa-miR-3692-5p,24936
hsa-miR-3714,24962
hsa-miR-371a-3p,25549
hsa-miR-371a-5p,25640
hsa-miR-371b-5p,24411
hsa-miR-373-5p,25585
hsa-miR-376b-3p,25632
hsa-miR-378b,25699
hsa-miR-378f,24461
hsa-miR-378h,24428
hsa-miR-378j,24242
hsa-miR-379-3p,25552
hsa-miR-382-3p,24369
hsa-miR-3907,24993
hsa-miR-3908,24967
hsa-miR-3910,24911
hsa-miR-3911,24992
hsa-miR-3914,24911
hsa-miR-3917,24992
hsa-miR-3918,25018
hsa-miR-3920,24955
hsa-miR-3922-3p,24911
hsa-miR-3922-5p,24319
hsa-miR-3923,24994
hsa-miR-3925-3p,24323
hsa-miR-3926,24944
hsa-miR-3927-5p,24240
hsa-miR-3928,131
hsa-miR-3936,24962
hsa-miR-3944-5p,24318
hsa-miR-3945,24999
hsa-miR-3972,24403
hsa-miR-3975,24379
hsa-miR-3976,24405
hsa-miR-3977,24378
hsa-miR-411-3p,25553
